step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
294,,0.441,2.626,0.112,0.441
295,,0.446,2.584,0.085,0.446
296,,0.378,2.723,0.124,0.378
297,,0.373,2.745,0.116,0.373
298,,0.387,2.807,0.091,0.387
299,,0.439,2.721,0.09,0.439
300,0.321,0.395,2.794,0.109,0.395
301,,0.428,2.81,0.1,0.428
302,,0.379,2.751,0.095,0.379
303,,0.404,2.812,0.112,0.404
304,,0.421,2.673,0.094,0.421
305,,0.395,2.682,0.105,0.395
306,,0.402,2.68,0.103,0.402
307,,0.419,2.845,0.125,0.419
308,,0.403,2.766,0.092,0.403
309,,0.381,2.823,0.102,0.381
310,,0.41,2.777,0.115,0.41
311,,0.367,2.709,0.11,0.367
312,,0.388,2.668,0.109,0.388
313,,0.404,2.687,0.106,0.404
314,,0.376,2.692,0.113,0.376
315,,0.409,2.691,0.125,0.409
316,,0.406,2.734,0.135,0.406
317,,0.421,2.746,0.141,0.421
318,,0.399,2.75,0.138,0.399
319,,0.445,2.686,0.129,0.445
320,,0.411,2.862,0.146,0.411
321,,0.449,2.769,0.114,0.449
322,,0.387,2.652,0.107,0.388
323,,0.367,2.795,0.14,0.367
324,,0.364,2.822,0.148,0.364
325,0.317,0.356,2.733,0.127,0.356
326,,0.414,2.798,0.126,0.414
327,,0.391,2.791,0.135,0.391
328,,0.402,2.759,0.132,0.402
329,,0.423,2.804,0.14,0.423
330,,0.411,2.763,0.136,0.411
331,,0.377,2.794,0.137,0.377
332,,0.415,2.745,0.114,0.415
333,,0.372,2.804,0.132,0.372
334,,0.358,2.779,0.135,0.358
335,,0.408,2.718,0.099,0.408
336,,0.376,2.725,0.094,0.376
337,,0.379,2.797,0.112,0.379
338,,0.393,2.716,0.105,0.393
339,,0.378,2.754,0.093,0.378
340,,0.385,2.737,0.104,0.385
341,,0.374,2.783,0.108,0.374
342,,0.403,2.773,0.117,0.403
343,,0.373,2.787,0.106,0.373
344,,0.416,2.667,0.095,0.416
345,,0.423,2.703,0.102,0.423
346,,0.4,2.767,0.115,0.4
347,,0.412,2.731,0.1,0.412
348,,0.375,2.839,0.12,0.375
349,,0.362,2.766,0.105,0.362
350,0.315,0.426,2.689,0.092,0.426
351,,0.384,2.735,0.096,0.384
352,,0.409,2.734,0.095,0.409
353,,0.381,2.653,0.105,0.381
354,,0.383,2.727,0.111,0.383
355,,0.418,2.762,0.104,0.418
356,,0.372,2.763,0.104,0.372
357,,0.405,2.707,0.104,0.405
358,,0.405,2.773,0.111,0.405
359,,0.441,2.622,0.091,0.441
360,,0.467,2.68,0.104,0.467
361,,0.407,2.712,0.083,0.407
362,,0.385,2.771,0.085,0.385
363,,0.406,2.732,0.085,0.406
364,,0.395,2.774,0.092,0.395
365,,0.394,2.83,0.089,0.394
366,,0.384,2.804,0.084,0.384
367,,0.411,2.727,0.082,0.411
368,,0.391,2.776,0.08,0.391
369,,0.423,2.778,0.077,0.423
370,,0.38,2.767,0.081,0.38
371,,0.343,2.76,0.081,0.343
372,,0.425,2.72,0.091,0.425
373,,0.37,2.696,0.082,0.37
374,,0.376,2.699,0.094,0.376
375,0.312,0.394,2.645,0.072,0.394
376,,0.405,2.667,0.081,0.405
377,,0.413,2.706,0.091,0.413
378,,0.415,2.641,0.08,0.415
379,,0.38,2.707,0.086,0.38
380,,0.42,2.693,0.088,0.42
381,,0.389,2.65,0.093,0.389
382,,0.408,2.662,0.089,0.408
383,,0.394,2.733,0.097,0.394
384,,0.355,2.737,0.094,0.355
385,,0.437,2.655,0.103,0.437
386,,0.389,2.728,0.101,0.389
387,,0.408,2.671,0.105,0.408
388,,0.409,2.688,0.097,0.409
389,,0.39,2.623,0.083,0.39
390,,0.484,2.571,0.084,0.484
391,,0.459,2.56,0.091,0.459
392,,0.363,2.61,0.099,0.363
393,,0.416,2.574,0.084,0.416
394,,0.402,2.607,0.097,0.402
395,,0.359,2.581,0.104,0.359
396,,0.409,2.473,0.094,0.409
397,,0.348,2.537,0.098,0.348
398,,0.385,2.564,0.1,0.385
399,,0.382,2.638,0.116,0.382
400,0.305,0.39,2.576,0.099,0.39
401,,0.371,2.613,0.119,0.371
