step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
346,,0.416,2.712,0.027,0.416
347,,0.434,2.667,0.027,0.434
348,,0.369,2.699,0.023,0.369
349,,0.404,2.663,0.023,0.404
350,0.333,0.424,2.599,0.021,0.424
351,,0.404,2.6,0.027,0.404
352,,0.438,2.542,0.023,0.438
353,,0.384,2.486,0.027,0.384
354,,0.402,2.548,0.024,0.402
355,,0.427,2.548,0.027,0.427
356,,0.385,2.559,0.035,0.385
357,,0.432,2.525,0.027,0.432
358,,0.43,2.588,0.032,0.43
359,,0.454,2.47,0.028,0.454
360,,0.459,2.462,0.025,0.459
361,,0.423,2.493,0.026,0.423
362,,0.418,2.395,0.026,0.418
363,,0.448,2.415,0.028,0.448
364,,0.409,2.453,0.028,0.409
365,,0.412,2.409,0.021,0.412
366,,0.382,2.42,0.025,0.382
367,,0.421,2.383,0.023,0.421
368,,0.413,2.431,0.023,0.413
369,,0.435,2.452,0.028,0.435
370,,0.407,2.509,0.029,0.407
371,,0.372,2.441,0.021,0.372
372,,0.455,2.492,0.031,0.455
373,,0.383,2.489,0.03,0.383
374,,0.393,2.506,0.026,0.393
375,0.334,0.416,2.485,0.025,0.416
376,,0.388,2.407,0.03,0.388
377,,0.447,2.519,0.036,0.447
378,,0.406,2.497,0.037,0.406
379,,0.356,2.52,0.032,0.356
380,,0.44,2.526,0.031,0.44
381,,0.42,2.555,0.036,0.42
382,,0.431,2.539,0.029,0.431
383,,0.4,2.566,0.035,0.4
384,,0.385,2.64,0.035,0.385
385,,0.462,2.523,0.044,0.462
386,,0.38,2.613,0.045,0.38
387,,0.419,2.591,0.033,0.419
388,,0.407,2.673,0.04,0.407
389,,0.423,2.614,0.032,0.423
390,,0.468,2.566,0.041,0.468
391,,0.446,2.504,0.026,0.446
392,,0.349,2.637,0.044,0.349
393,,0.412,2.584,0.04,0.412
394,,0.398,2.588,0.043,0.398
395,,0.391,2.615,0.04,0.391
396,,0.411,2.463,0.038,0.411
397,,0.366,2.484,0.043,0.366
398,,0.391,2.502,0.042,0.391
399,,0.386,2.53,0.041,0.386
400,0.33,0.42,2.481,0.041,0.42
401,,0.387,2.519,0.039,0.388
402,,0.402,2.584,0.043,0.402
403,,0.42,2.568,0.039,0.42
404,,0.438,2.519,0.035,0.438
405,,0.468,2.545,0.036,0.468
406,,0.36,2.578,0.044,0.36
407,,0.462,2.556,0.036,0.462
408,,0.425,2.598,0.041,0.425
409,,0.347,2.569,0.036,0.347
410,,0.455,2.569,0.035,0.455
411,,0.437,2.581,0.042,0.437
412,,0.445,2.582,0.042,0.445
413,,0.417,2.531,0.039,0.417
414,,0.409,2.57,0.049,0.409
415,,0.394,2.521,0.036,0.394
416,,0.478,2.508,0.038,0.478
417,,0.416,2.499,0.04,0.416
418,,0.38,2.514,0.039,0.38
419,,0.379,2.553,0.043,0.379
420,,0.438,2.523,0.043,0.438
421,,0.432,2.498,0.04,0.432
422,,0.395,2.52,0.047,0.395
423,,0.396,2.554,0.058,0.396
424,,0.434,2.518,0.048,0.434
425,0.328,0.386,2.52,0.05,0.386
426,,0.371,2.541,0.045,0.371
427,,0.426,2.502,0.056,0.426
428,,0.409,2.445,0.053,0.409
429,,0.341,2.545,0.06,0.341
430,,0.4,2.52,0.053,0.4
431,,0.43,2.527,0.055,0.43
