step,val_macro_em,reward_mean,avg_turns,clip_ratio,success_rate
312,,0.443,3.027,0.001,0.443
313,,0.449,3.137,0.001,0.449
314,,0.419,3.136,0.0,0.419
315,,0.478,3.133,0.001,0.478
316,,0.481,3.209,0.001,0.481
317,,0.48,3.13,0.0,0.48
318,,0.436,3.117,0.0,0.436
319,,0.478,3.043,0.001,0.478
320,,0.473,3.189,0.0,0.473
321,,0.519,3.059,0.001,0.519
322,,0.438,2.959,0.0,0.438
323,,0.403,3.159,0.001,0.403
324,,0.445,3.303,0.001,0.445
325,0.384,0.423,3.297,0.0,0.423
326,,0.456,3.359,0.001,0.456
327,,0.416,3.406,0.001,0.416
328,,0.471,3.33,0.001,0.471
329,,0.488,3.384,0.001,0.487
330,,0.451,3.502,0.001,0.451
331,,0.44,3.522,0.0,0.44
332,,0.47,3.527,0.0,0.47
333,,0.419,3.598,0.001,0.419
334,,0.405,3.662,0.001,0.405
335,,0.468,3.724,0.001,0.468
336,,0.406,3.802,0.001,0.406
337,,0.44,3.604,0.001,0.44
338,,0.448,3.797,0.0,0.448
339,,0.449,3.816,0.001,0.449
340,,0.438,3.661,0.0,0.438
341,,0.455,3.727,0.0,0.455
342,,0.468,3.761,0.0,0.468
343,,0.454,3.73,0.0,0.454
344,,0.499,3.78,0.001,0.499
345,,0.467,3.802,0.0,0.467
346,,0.452,3.762,0.001,0.452
347,,0.452,3.761,0.0,0.452
348,,0.403,3.675,0.0,0.403
349,,0.413,3.804,0.0,0.413
350,0.365,0.475,3.781,0.0,0.475
351,,0.421,3.919,0.0,0.421
352,,0.459,3.932,0.0,0.459
353,,0.439,3.776,0.001,0.439
354,,0.438,3.824,0.001,0.438
355,,0.476,3.906,0.0,0.476
356,,0.426,3.891,0.0,0.426
357,,0.484,3.959,0.0,0.484
358,,0.466,3.759,0.0,0.466
359,,0.488,3.664,0.0,0.487
360,,0.53,3.705,0.0,0.53
361,,0.447,3.757,0.0,0.447
362,,0.473,3.686,0.0,0.473
363,,0.48,3.659,0.0,0.48
364,,0.453,3.763,0.0,0.453
365,,0.473,3.701,0.0,0.473
366,,0.418,3.674,0.0,0.418
367,,0.446,3.787,0.0,0.446
368,,0.462,3.866,0.0,0.462
369,,0.469,3.92,0.0,0.469
370,,0.441,3.866,0.0,0.441
371,,0.398,3.847,0.0,0.398
372,,0.473,3.789,0.0,0.473
373,,0.451,3.689,0.0,0.451
374,,0.431,3.731,0.0,0.431
375,0.382,0.477,3.691,0.0,0.477
376,,0.445,3.724,0.0,0.445
377,,0.49,3.754,0.0,0.49
378,,0.448,3.598,0.0,0.448
379,,0.412,3.5,0.0,0.412
380,,0.502,3.57,0.0,0.502
381,,0.47,3.648,0.0,0.47
382,,0.463,3.585,0.0,0.463
383,,0.439,3.488,0.0,0.439
384,,0.451,3.587,0.0,0.451
385,,0.509,3.351,0.0,0.509
386,,0.431,3.452,0.0,0.431
387,,0.456,3.609,0.0,0.456
388,,0.467,3.608,0.0,0.467
389,,0.465,3.591,0.0,0.465
390,,0.517,3.481,0.0,0.517
391,,0.498,3.497,0.0,0.498
392,,0.415,3.545,0.0,0.415
393,,0.454,3.277,0.001,0.454
394,,0.488,3.295,0.0,0.488
395,,0.425,3.27,0.0,0.425
396,,0.462,3.165,0.0,0.462
397,,0.42,3.252,0.0,0.42
398,,0.445,3.372,0.0,0.445
399,,0.431,3.361,0.0,0.431
400,0.401,0.456,3.345,0.0,0.456
401,,0.399,3.463,0.0,0.399
402,,0.454,3.514,0.0,0.454
403,,0.459,3.864,0.001,0.459
404,,0.49,3.835,0.0,0.49
405,,0.52,3.88,0.0,0.52
406,,0.405,3.923,0.0,0.405
407,,0.512,3.887,0.0,0.512
408,,0.463,3.952,0.0,0.463
409,,0.398,3.923,0.0,0.398
410,,0.498,3.918,0.0,0.498
411,,0.506,3.947,0.0,0.506
412,,0.471,3.948,0.0,0.471
413,,0.442,3.889,0.001,0.442
414,,0.47,3.769,0.001,0.47
415,,0.48,3.745,0.0,0.48
416,,0.526,3.858,0.0,0.526
417,,0.414,3.986,0.001,0.414
418,,0.451,3.968,0.001,0.451
419,,0.416,3.919,0.0,0.416
420,,0.498,3.959,0.0,0.498
421,,0.485,3.97,0.001,0.485
422,,0.455,3.907,0.0,0.455
423,,0.459,3.94,0.001,0.459
424,,0.498,3.88,0.0,0.498
425,0.379,0.426,3.816,0.001,0.426
426,,0.428,3.711,0.0,0.428
427,,0.485,3.642,0.001,0.485
428,,0.475,3.819,0.0,0.475
429,,0.395,3.775,0.0,0.395
430,,0.462,3.917,0.0,0.462
431,,0.491,3.73,0.0,0.491
432,,0.457,3.851,0.0,0.457
433,,0.42,3.89,0.0,0.42
434,,0.494,3.998,0.0,0.494
435,,0.455,3.974,0.0,0.455
436,,0.408,3.935,0.0,0.408
437,,0.449,3.926,0.0,0.449
438,,0.49,3.937,0.0,0.49
439,,0.433,3.941,0.0,0.433
440,,0.461,3.959,0.0,0.461
441,,0.462,3.977,0.0,0.462
442,,0.473,3.934,0.0,0.473
443,,0.459,3.948,0.0,0.459
444,,0.54,3.966,0.001,0.54
445,,0.445,3.982,0.0,0.445
446,,0.463,3.923,0.0,0.463
447,,0.513,3.97,0.001,0.513
448,,0.491,3.932,0.0,0.491
449,,0.472,3.956,0.0,0.472
450,0.38,0.452,3.996,0.0,0.452
451,,0.449,3.99,0.0,0.449
452,,0.492,3.989,0.0,0.492
453,,0.447,3.967,0.0,0.447
454,,0.441,3.964,0.0,0.441
455,,0.502,3.992,0.0,0.502
456,,0.489,3.994,0.0,0.489
457,,0.422,3.961,0.0,0.422
458,,0.514,3.923,0.0,0.514
459,,0.48,3.98,0.0,0.48
460,,0.566,3.982,0.0,0.566
461,,0.405,3.988,0.0,0.405
462,,0.539,3.991,0.001,0.539
463,,0.445,3.955,0.001,0.445
464,,0.488,3.942,0.0,0.488
465,,0.448,3.977,0.0,0.448
466,,0.43,4.0,0.0,0.43
467,,0.45,3.994,0.0,0.45
468,,0.471,3.988,0.0,0.471
469,,0.448,3.968,0.001,0.448
470,,0.462,3.956,0.001,0.462
471,,0.471,3.999,0.0,0.471
472,,0.48,3.995,0.0,0.48
473,,0.483,3.996,0.0,0.483
474,,0.445,3.984,0.0,0.445
475,0.399,0.465,3.956,0.0,0.465
476,,0.475,3.935,0.0,0.475
477,,0.454,3.963,0.0,0.454
478,,0.464,3.972,0.0,0.464
479,,0.442,3.957,0.001,0.442
480,,0.402,3.921,0.0,0.402
481,,0.469,3.96,0.0,0.469
482,,0.527,3.998,0.0,0.527
